"Entity Name","Attribute Is PK","Attribute Is FK","Attribute Required","Attribute Name","Entity Id","Child Relationship Id","Child Relationship Name","Child Relationship Parent to Child Rule","Child Relationship Child to Parent Rule","Child Relationship Cardinality","Child Relationship Null Option","Parent Entity Name","Parent Entity Id","Parent Relationship Id","Parent Relationship Name","Parent Relationship Parent to Child Phrase","Parent Relationship Child to Parent Phrase","Parent Relationship Cardinality","Parent Relationship Parent to Child Rule","Parent Relationship Child to Parent Rule","Child Entity Id","Child Entity Name"
T_INTERV_MPE,No,No,No,FEC_MODIF,{F56BEDBC-4658-4A27-9F05-1281D2CA0593}+00000000,,,,,,,,,{091233E7-7310-4AE8-B5A0-AA249C733EC3}+00000000,FK_INT_PROT_EXC_MODIF,FK_INT_PROT_EXC_MODIF,,Zero-or-One-to-Zero-One-or-More,"A T_USUARIOS FK_INT_PROT_EXC_MODIF zero, one or more T_INTERV_MPEs.","A T_INTERV_MPE is associated with zero or one T_USUARIOSs.",{F56BEDBC-4658-4A27-9F05-1281D2CA0593}+00000000,T_INTERV_MPE
T_INTERV_MPE,No,No,No,FEC_MODIF_ESTADO_INTERV,{F56BEDBC-4658-4A27-9F05-1281D2CA0593}+00000000,,,,,,,,,{40D98F90-DB64-487D-9C2C-1F3832C19F89}+00000000,FK_INT_PROT_EXC_MOT_INT,FK_INT_PROT_EXC_MOT_INT,,Zero-or-One-to-Zero-One-or-More,"A T_MOTIVOS_INTERVENCION FK_INT_PROT_EXC_MOT_INT zero, one or more T_INTERV_MPEs.","A T_INTERV_MPE is associated with zero or one T_MOTIVOS_INTERVENCIONs.",{F56BEDBC-4658-4A27-9F05-1281D2CA0593}+00000000,T_INTERV_MPE
T_INTERV_MPE,No,Yes,No,ID_DERIVADOR,{F56BEDBC-4658-4A27-9F05-1281D2CA0593}+00000000,,,,,,,,,{90101724-C36D-437D-AB20-61D0676F0DC2}+00000000,FK_INT_PROT_EXC_TPO_INT,FK_INT_PROT_EXC_TPO_INT,,Zero-or-One-to-Zero-One-or-More,"A T_TIPOS_INTERVENCION FK_INT_PROT_EXC_TPO_INT zero, one or more T_INTERV_MPEs.","A T_INTERV_MPE is associated with zero or one T_TIPOS_INTERVENCIONs.",{F56BEDBC-4658-4A27-9F05-1281D2CA0593}+00000000,T_INTERV_MPE
T_INTERV_MPE,No,Yes,No,ID_ESTADO_INTERV,{F56BEDBC-4658-4A27-9F05-1281D2CA0593}+00000000,,,,,,,,,{DD6E91C2-8BA9-424E-BA79-DC68A8A1148D}+00000000,FK_INT_PROT_EXC_ZONAL,FK_INT_PROT_EXC_ZONAL,,Zero-or-One-to-Zero-One-or-More,"A T_ZONALES FK_INT_PROT_EXC_ZONAL zero, one or more T_INTERV_MPEs.","A T_INTERV_MPE is associated with zero or one T_ZONALESs.",{F56BEDBC-4658-4A27-9F05-1281D2CA0593}+00000000,T_INTERV_MPE
T_INTERV_MPE,No,Yes,No,ID_INSTITUCION,{F56BEDBC-4658-4A27-9F05-1281D2CA0593}+00000000,,,,,,,,,{3DAB2E18-1297-45A1-A1C0-E1127A2AF03A}+00000000,FK_INT_PROT_EXC_ALTA,FK_INT_PROT_EXC_ALTA,,Zero-or-One-to-Zero-One-or-More,"A T_USUARIOS FK_INT_PROT_EXC_ALTA zero, one or more T_INTERV_MPEs.","A T_INTERV_MPE is associated with zero or one T_USUARIOSs.",{F56BEDBC-4658-4A27-9F05-1281D2CA0593}+00000000,T_INTERV_MPE
T_INTERV_MPE,No,No,No,ID_INTERV_MADRE,{F56BEDBC-4658-4A27-9F05-1281D2CA0593}+00000000,,,,,,,,,{F2545BE9-EE4C-442D-8F32-824032652878}+00000000,R/34,,,Zero-or-One-to-Zero-One-or-More,"A T_ESTADOS_INTERV is associated with zero, one or more T_INTERV_MPEs.","A T_INTERV_MPE is associated with zero or one T_ESTADOS_INTERVs.",{F56BEDBC-4658-4A27-9F05-1281D2CA0593}+00000000,T_INTERV_MPE
T_INTERV_MPE,Yes,No,Yes,ID_INTERV_PROT_EXCEP,{F56BEDBC-4658-4A27-9F05-1281D2CA0593}+00000000,,,,,,,,,{4D508996-B297-43AD-8D63-1B82C88DF572}+00000000,R/37,,,Zero-or-One-to-Zero-One-or-More,"A T_INSTITUCIONES is associated with zero, one or more T_INTERV_MPEs.","A T_INTERV_MPE is associated with zero or one T_INSTITUCIONESs.",{F56BEDBC-4658-4A27-9F05-1281D2CA0593}+00000000,T_INTERV_MPE
T_INTERV_MPE,No,Yes,No,ID_LEGAJO,{F56BEDBC-4658-4A27-9F05-1281D2CA0593}+00000000,,,,,,,,,,,,,,,,,
T_INTERV_MPE,No,Yes,No,ID_MOTIVO_INTERVENCION,{F56BEDBC-4658-4A27-9F05-1281D2CA0593}+00000000,,,,,,,,,,,,,,,,,
T_INTERV_MPE,No,Yes,No,ID_TIPO_INTERVENCION,{F56BEDBC-4658-4A27-9F05-1281D2CA0593}+00000000,,,,,,,,,,,,,,,,,
T_INTERV_MPE,No,Yes,No,ID_ZONAL_INTERV,{F56BEDBC-4658-4A27-9F05-1281D2CA0593}+00000000,,,,,,,,,,,,,,,,,
T_INTERV_MPE,No,No,No,INFORME,{F56BEDBC-4658-4A27-9F05-1281D2CA0593}+00000000,,,,,,,,,,,,,,,,,
T_INTERV_MPE,No,No,No,USR_ALTA,{F56BEDBC-4658-4A27-9F05-1281D2CA0593}+00000000,,,,,,,,,,,,,,,,,
T_INTERV_MPE,No,No,No,USR_MODIF,{F56BEDBC-4658-4A27-9F05-1281D2CA0593}+00000000,,,,,,,,,,,,,,,,,
T_INTERV_MPE,No,Yes,No,USR_MODIF_ESTADO_INTERV,{F56BEDBC-4658-4A27-9F05-1281D2CA0593}+00000000,,,,,,,,,,,,,,,,,
T_INTERV_MPE,No,Yes,No,USR_MODIF_ESTADO_INTERV,{F56BEDBC-4658-4A27-9F05-1281D2CA0593}+00000000,,,,,,,,,,,,,,,,,
T_INTERV_MPI,No,No,No,FEC_ALTA,{F0CE7049-0A0D-4735-B95C-7B91670EC427}+00000000,{DD1819E3-3E34-477A-8A44-505FD30078BD}+00000000,R/45,"A T_INTERV_MPI is associated with zero, one or more T_DOCS_INTERV_MPIs.","A T_DOCS_INTERV_MPI is associated with zero or one T_INTERV_MPIs.",Zero-or-One-to-Zero-One-or-More,"Nulls Allowed",T_INTERV_MPI,{F0CE7049-0A0D-4735-B95C-7B91670EC427}+00000000,{F93F125D-0F76-4A7B-BBD9-8A08DEB61988}+00000000,FK_INT_PROT_INT_DERIV,FK_INT_PROT_INT_DERIV,,Zero-or-One-to-Zero-One-or-More,"A T_DERIVADORES FK_INT_PROT_INT_DERIV zero, one or more T_INTERV_MPIs.","A T_INTERV_MPI is associated with zero or one T_DERIVADORESs.",{F0CE7049-0A0D-4735-B95C-7B91670EC427}+00000000,T_INTERV_MPI
T_INTERV_MPI,No,No,No,FEC_INTERV,{F0CE7049-0A0D-4735-B95C-7B91670EC427}+00000000,,,,,,,,,{7FCF8F86-C331-4DC1-A331-EE20F4C8A737}+00000000,FK_INT_PROT_INT_LEGAJO,FK_INT_PROT_INT_LEGAJO,,Zero-or-One-to-Zero-One-or-More,"A T_LEGAJOS FK_INT_PROT_INT_LEGAJO zero, one or more T_INTERV_MPIs.","A T_INTERV_MPI is associated with zero or one T_LEGAJOSs.",{F0CE7049-0A0D-4735-B95C-7B91670EC427}+00000000,T_INTERV_MPI
T_INTERV_MPI,No,No,No,FEC_MODIF,{F0CE7049-0A0D-4735-B95C-7B91670EC427}+00000000,,,,,,,,,{C23491B2-26DC-4A18-9F06-392E5A85F44D}+00000000,FK_INT_PROT_INT_MOT_INT,FK_INT_PROT_INT_MOT_INT,,Zero-or-One-to-Zero-One-or-More,"A T_MOTIVOS_INTERVENCION FK_INT_PROT_INT_MOT_INT zero, one or more T_INTERV_MPIs.","A T_INTERV_MPI is associated with zero or one T_MOTIVOS_INTERVENCIONs.",{F0CE7049-0A0D-4735-B95C-7B91670EC427}+00000000,T_INTERV_MPI
T_INTERV_MPI,No,Yes,No,ID_DERIVADOR,{F0CE7049-0A0D-4735-B95C-7B91670EC427}+00000000,,,,,,,,,{45ABC816-5DE7-4ACF-9134-22DF4F1F239C}+00000000,FK_INT_PROT_INT_TPO_INT,FK_INT_PROT_INT_TPO_INT,,Zero-or-One-to-Zero-One-or-More,"A T_TIPOS_INTERVENCION FK_INT_PROT_INT_TPO_INT zero, one or more T_INTERV_MPIs.","A T_INTERV_MPI is associated with zero or one T_TIPOS_INTERVENCIONs.",{F0CE7049-0A0D-4735-B95C-7B91670EC427}+00000000,T_INTERV_MPI
T_INTERV_MPI,Yes,No,Yes,ID_INTERV_PROT_INTEGRAL,{F0CE7049-0A0D-4735-B95C-7B91670EC427}+00000000,,,,,,,,,{B09C6C13-11BE-492C-8DEE-BD97F5602D18}+00000000,R/31,,,Zero-or-One-to-Zero-One-or-More,"A T_ZONALES is associated with zero, one or more T_INTERV_MPIs.","A T_INTERV_MPI is associated with zero or one T_ZONALESs.",{F0CE7049-0A0D-4735-B95C-7B91670EC427}+00000000,T_INTERV_MPI
T_INTERV_MPI,No,Yes,No,ID_LEGAJO,{F0CE7049-0A0D-4735-B95C-7B91670EC427}+00000000,,,,,,,,,{2D2AAC18-7BFB-4B59-AC1C-F8DBF1E54BD2}+00000000,R/49,,,Zero-or-One-to-Zero-One-or-More,"A T_LOCALES is associated with zero, one or more T_INTERV_MPIs.","A T_INTERV_MPI is associated with zero or one T_LOCALESs.",{F0CE7049-0A0D-4735-B95C-7B91670EC427}+00000000,T_INTERV_MPI
T_INTERV_MPI,No,Yes,No,ID_LOCAL_INTERV,{F0CE7049-0A0D-4735-B95C-7B91670EC427}+00000000,,,,,,,,,,,,,,,,,
T_INTERV_MPI,No,Yes,No,ID_MOTIVO_INTERVENCION,{F0CE7049-0A0D-4735-B95C-7B91670EC427}+00000000,,,,,,,,,,,,,,,,,
T_INTERV_MPI,No,Yes,No,ID_TIPO_INTERVENCION,{F0CE7049-0A0D-4735-B95C-7B91670EC427}+00000000,,,,,,,,,,,,,,,,,
T_INTERV_MPI,No,Yes,No,ID_ZONAL_INTERV,{F0CE7049-0A0D-4735-B95C-7B91670EC427}+00000000,,,,,,,,,,,,,,,,,
T_INTERV_MPI,No,No,No,INFORME,{F0CE7049-0A0D-4735-B95C-7B91670EC427}+00000000,,,,,,,,,,,,,,,,,
T_INTERV_MPI,No,No,No,USR_ALTA,{F0CE7049-0A0D-4735-B95C-7B91670EC427}+00000000,,,,,,,,,,,,,,,,,
T_INTERV_MPI,No,No,No,USR_MODIF,{F0CE7049-0A0D-4735-B95C-7B91670EC427}+00000000,,,,,,,,,,,,,,,,,
T_INTERV_MPJ,No,No,No,FEC_ALTA,{C56900F6-B99D-4D1E-8E8F-791765AB6EB6}+00000000,{3A1D5B65-A72A-4ECC-9A84-C5DB2389FB8B}+00000000,R/43,"A T_INTERV_MPJ is associated with zero, one or more T_DOCS_MPENALs.","A T_DOCS_MPENAL is associated with zero or one T_INTERV_MPJs.",Zero-or-One-to-Zero-One-or-More,"Nulls Allowed",T_INTERV_MPJ,{C56900F6-B99D-4D1E-8E8F-791765AB6EB6}+00000000,{52465DB1-6392-4167-936F-AEBEB7426C0D}+00000000,FK_INTERV_MEP_LEGAJO,FK_INTERV_MEP_LEGAJO,,Zero-or-One-to-Zero-One-or-More,"A T_LEGAJOS FK_INTERV_MEP_LEGAJO zero, one or more T_INTERV_MPJs.","A T_INTERV_MPJ is associated with zero or one T_LEGAJOSs.",{C56900F6-B99D-4D1E-8E8F-791765AB6EB6}+00000000,T_INTERV_MPJ
T_INTERV_MPJ,No,No,No,FEC_INTERV,{C56900F6-B99D-4D1E-8E8F-791765AB6EB6}+00000000,,,,,,,,,{B9C6C225-6FAD-4B43-96B1-44CA9F941D78}+00000000,FK_INTERV_MEP_JUZG,FK_INTERV_MEP_JUZG,,Zero-or-One-to-Zero-One-or-More,"A T_ORGANOS_JUDICIAL FK_INTERV_MEP_JUZG zero, one or more T_INTERV_MPJs.","A T_INTERV_MPJ is associated with zero or one T_ORGANOS_JUDICIALs.",{C56900F6-B99D-4D1E-8E8F-791765AB6EB6}+00000000,T_INTERV_MPJ
T_INTERV_MPJ,No,No,No,FEC_MODIF,{C56900F6-B99D-4D1E-8E8F-791765AB6EB6}+00000000,,,,,,,,,{6FE258A7-2416-4650-B204-5200BFD51388}+00000000,FK_INTERV_MEP_TPO_INT,FK_INTERV_MEP_TPO_INT,,Zero-or-One-to-Zero-One-or-More,"A T_TIPOS_INTERVENCION FK_INTERV_MEP_TPO_INT zero, one or more T_INTERV_MPJs.","A T_INTERV_MPJ is associated with zero or one T_TIPOS_INTERVENCIONs.",{C56900F6-B99D-4D1E-8E8F-791765AB6EB6}+00000000,T_INTERV_MPJ
T_INTERV_MPJ,No,Yes,No,ID_INSTITUCION,{C56900F6-B99D-4D1E-8E8F-791765AB6EB6}+00000000,,,,,,,,,{6AA3B6D0-0E9B-407D-9B83-AC32552ACA74}+00000000,FK_INTERV_MEP_MOT_INT,FK_INTERV_MEP_MOT_INT,,Zero-or-One-to-Zero-One-or-More,"A T_MOTIVOS_INTERVENCION FK_INTERV_MEP_MOT_INT zero, one or more T_INTERV_MPJs.","A T_INTERV_MPJ is associated with zero or one T_MOTIVOS_INTERVENCIONs.",{C56900F6-B99D-4D1E-8E8F-791765AB6EB6}+00000000,T_INTERV_MPJ
T_INTERV_MPJ,Yes,No,Yes,ID_INTERV_MEP,{C56900F6-B99D-4D1E-8E8F-791765AB6EB6}+00000000,,,,,,,,,{F5D96D7A-B7B9-4C17-8AE0-7AE3066BB5EB}+00000000,R/36,,,Zero-or-One-to-Zero-One-or-More,"A T_INSTITUCIONES is associated with zero, one or more T_INTERV_MPJs.","A T_INTERV_MPJ is associated with zero or one T_INSTITUCIONESs.",{C56900F6-B99D-4D1E-8E8F-791765AB6EB6}+00000000,T_INTERV_MPJ
T_INTERV_MPJ,No,Yes,No,ID_LEGAJO,{C56900F6-B99D-4D1E-8E8F-791765AB6EB6}+00000000,,,,,,,,,{39879454-D22F-4E4A-A117-CB79F07EBDC4}+00000000,R/47,,,Zero-or-One-to-Zero-One-or-More,"A T_ZONALES is associated with zero, one or more T_INTERV_MPJs.","A T_INTERV_MPJ is associated with zero or one T_ZONALESs.",{C56900F6-B99D-4D1E-8E8F-791765AB6EB6}+00000000,T_INTERV_MPJ
T_INTERV_MPJ,No,Yes,No,ID_MOTIVO_INTERVENCION,{C56900F6-B99D-4D1E-8E8F-791765AB6EB6}+00000000,,,,,,,,,,,,,,,,,
T_INTERV_MPJ,No,Yes,No,ID_ORGANO,{C56900F6-B99D-4D1E-8E8F-791765AB6EB6}+00000000,,,,,,,,,,,,,,,,,
T_INTERV_MPJ,No,Yes,No,ID_TIPO_INTERVENCION,{C56900F6-B99D-4D1E-8E8F-791765AB6EB6}+00000000,,,,,,,,,,,,,,,,,
T_INTERV_MPJ,No,Yes,No,ID_ZONAL,{C56900F6-B99D-4D1E-8E8F-791765AB6EB6}+00000000,,,,,,,,,,,,,,,,,
T_INTERV_MPJ,No,No,No,INFORME,{C56900F6-B99D-4D1E-8E8F-791765AB6EB6}+00000000,,,,,,,,,,,,,,,,,
T_INTERV_MPJ,No,No,No,USR_ALTA,{C56900F6-B99D-4D1E-8E8F-791765AB6EB6}+00000000,,,,,,,,,,,,,,,,,
T_INTERV_MPJ,No,No,No,USR_MODIF,{C56900F6-B99D-4D1E-8E8F-791765AB6EB6}+00000000,,,,,,,,,,,,,,,,,
T_LEGAJOS,No,No,Yes,CODIGO,{BE59FD53-21B0-4E9A-BCA1-65533B11573A}+00000000,{E5C077D8-E2EE-4348-B411-F24AF05F6074}+00000000,FK_REL_VINC_LEGAJO,"A T_LEGAJOS FK_REL_VINC_LEGAJO zero, one or more T_RELACIONES_VINCULARs.","A T_RELACIONES_VINCULAR is associated with zero or one T_LEGAJOSs.",Zero-or-One-to-Zero-One-or-More,"Nulls Allowed",T_LEGAJOS,{BE59FD53-21B0-4E9A-BCA1-65533B11573A}+00000000,{5D6A49E9-AA0B-4AAD-BFE2-53EC1ABF7CE6}+00000000,FK_LEG_LOCAL,FK_LEG_LOCAL,,Zero-or-One-to-Zero-One-or-More,"A T_LOCALES FK_LEG_LOCAL zero, one or more T_LEGAJOSs.","A T_LEGAJOS is associated with zero or one T_LOCALESs.",{BE59FD53-21B0-4E9A-BCA1-65533B11573A}+00000000,T_LEGAJOS
T_LEGAJOS,No,No,No,CONSTANCIA_PARTO,{BE59FD53-21B0-4E9A-BCA1-65533B11573A}+00000000,{7FCF8F86-C331-4DC1-A331-EE20F4C8A737}+00000000,FK_INT_PROT_INT_LEGAJO,"A T_LEGAJOS FK_INT_PROT_INT_LEGAJO zero, one or more T_INTERV_MPIs.","A T_INTERV_MPI is associated with zero or one T_LEGAJOSs.",Zero-or-One-to-Zero-One-or-More,"Nulls Allowed",T_LEGAJOS,{BE59FD53-21B0-4E9A-BCA1-65533B11573A}+00000000,{CDD9BCCD-6B73-432C-A792-75AA6668AF99}+00000000,FK_LEG_OBR_SOC,FK_LEG_OBR_SOC,,Zero-or-One-to-Zero-One-or-More,"A RCIVIL.T_OBRAS_SOCIAL FK_LEG_OBR_SOC zero, one or more T_LEGAJOSs.","A T_LEGAJOS is associated with zero or one RCIVIL.T_OBRAS_SOCIALs.",{BE59FD53-21B0-4E9A-BCA1-65533B11573A}+00000000,T_LEGAJOS
T_LEGAJOS,No,No,No,DETALLE_PROBL_SALUD,{BE59FD53-21B0-4E9A-BCA1-65533B11573A}+00000000,{ECF82AE4-CDAF-4CFC-9634-55C70D8716A7}+00000000,FK_CAU_JUD_LEGAJO,"A T_LEGAJOS FK_CAU_JUD_LEGAJO zero, one or more T_SITUACION_JUDICIALs.","A T_SITUACION_JUDICIAL is associated with zero or one T_LEGAJOSs.",Zero-or-One-to-Zero-One-or-More,"Nulls Allowed",T_LEGAJOS,{BE59FD53-21B0-4E9A-BCA1-65533B11573A}+00000000,{2BFE4EE6-A75D-4E60-BF73-11C90D7EF0E8}+00000000,R/19,,,Zero-or-One-to-Zero-One-or-More,"A RCIVIL.VT_PK_PERSONA is associated with zero, one or more T_LEGAJOSs.","A T_LEGAJOS is associated with zero or one RCIVIL.VT_PK_PERSONAs.",{BE59FD53-21B0-4E9A-BCA1-65533B11573A}+00000000,T_LEGAJOS
T_LEGAJOS,No,No,No,FEC_ALTA,{BE59FD53-21B0-4E9A-BCA1-65533B11573A}+00000000,{BAB50B5A-95EF-45A1-B532-EAC3FB39ADD5}+00000000,FK_INT_PROT_EXC_LEGAJO,"A T_LEGAJOS FK_INT_PROT_EXC_LEGAJO zero, one or more T_INTERV_MPEs.","A T_INTERV_MPE is associated with zero or one T_LEGAJOSs.",Zero-or-One-to-Zero-One-or-More,"Nulls Allowed",T_LEGAJOS,{BE59FD53-21B0-4E9A-BCA1-65533B11573A}+00000000,{597B12CA-0F31-4B42-83B6-82D07E306D58}+00000000,R/25,,,Zero-or-One-to-Zero-One-or-More,"A DOM_MANAGER.VT_DOMICILIOS is associated with zero, one or more T_LEGAJOSs.","A T_LEGAJOS is associated with zero or one DOM_MANAGER.VT_DOMICILIOSs.",{BE59FD53-21B0-4E9A-BCA1-65533B11573A}+00000000,T_LEGAJOS
T_LEGAJOS,No,No,No,FEC_MODIF,{BE59FD53-21B0-4E9A-BCA1-65533B11573A}+00000000,{52465DB1-6392-4167-936F-AEBEB7426C0D}+00000000,FK_INTERV_MEP_LEGAJO,"A T_LEGAJOS FK_INTERV_MEP_LEGAJO zero, one or more T_INTERV_MPJs.","A T_INTERV_MPJ is associated with zero or one T_LEGAJOSs.",Zero-or-One-to-Zero-One-or-More,"Nulls Allowed",T_LEGAJOS,{BE59FD53-21B0-4E9A-BCA1-65533B11573A}+00000000,{8BCAD5E3-7C0C-48B8-95B6-3D19514F622F}+00000000,R/29,,,Zero-or-One-to-Zero-One-or-More,"A T_ZONALES is associated with zero, one or more T_LEGAJOSs.","A T_LEGAJOS is associated with zero or one T_ZONALESs.",{BE59FD53-21B0-4E9A-BCA1-65533B11573A}+00000000,T_LEGAJOS
T_LEGAJOS,No,Yes,No,ID_DERIVADOR,{BE59FD53-21B0-4E9A-BCA1-65533B11573A}+00000000,,,,,,,,,{23087014-1604-413A-8D81-BDB3BF1E1DAB}+00000000,R/48,,,Zero-or-One-to-Zero-One-or-More,"A T_DERIVADORES is associated with zero, one or more T_LEGAJOSs.","A T_LEGAJOS is associated with zero or one T_DERIVADORESs.",{BE59FD53-21B0-4E9A-BCA1-65533B11573A}+00000000,T_LEGAJOS
T_LEGAJOS,No,Yes,No,ID_DOMICILIO,{BE59FD53-21B0-4E9A-BCA1-65533B11573A}+00000000,,,,,,,,,,,,,,,,,
T_LEGAJOS,No,No,No,ID_ESTADO_ESCOLARIDAD,{BE59FD53-21B0-4E9A-BCA1-65533B11573A}+00000000,,,,,,,,,,,,,,,,,
T_LEGAJOS,Yes,No,Yes,ID_LEGAJO,{BE59FD53-21B0-4E9A-BCA1-65533B11573A}+00000000,,,,,,,,,,,,,,,,,
T_LEGAJOS,No,Yes,No,ID_LOCAL_NNA,{BE59FD53-21B0-4E9A-BCA1-65533B11573A}+00000000,,,,,,,,,,,,,,,,,
T_LEGAJOS,No,Yes,No,ID_NUMERO,{BE59FD53-21B0-4E9A-BCA1-65533B11573A}+00000000,,,,,,,,,,,,,,,,,
T_LEGAJOS,No,Yes,No,ID_OBRA_SOCIAL,{BE59FD53-21B0-4E9A-BCA1-65533B11573A}+00000000,,,,,,,,,,,,,,,,,
T_LEGAJOS,No,Yes,No,ID_SEXO,{BE59FD53-21B0-4E9A-BCA1-65533B11573A}+00000000,,,,,,,,,,,,,,,,,
T_LEGAJOS,No,No,No,ID_SUP_NACIONALIDAD,{BE59FD53-21B0-4E9A-BCA1-65533B11573A}+00000000,,,,,,,,,,,,,,,,,
T_LEGAJOS,No,No,No,ID_ZONAL_CENTRO_VIDA,{BE59FD53-21B0-4E9A-BCA1-65533B11573A}+00000000,,,,,,,,,,,,,,,,,
T_LEGAJOS,No,Yes,No,ID_ZONAL_NNA,{BE59FD53-21B0-4E9A-BCA1-65533B11573A}+00000000,,,,,,,,,,,,,,,,,
T_LEGAJOS,No,Yes,No,NRO_DOCUMENTO,{BE59FD53-21B0-4E9A-BCA1-65533B11573A}+00000000,,,,,,,,,,,,,,,,,
T_LEGAJOS,No,No,No,OBSERV_OBRA_SOCIAL,{BE59FD53-21B0-4E9A-BCA1-65533B11573A}+00000000,,,,,,,,,,,,,,,,,
T_LEGAJOS,No,No,No,OBSERVACIONES,{BE59FD53-21B0-4E9A-BCA1-65533B11573A}+00000000,,,,,,,,,,,,,,,,,
T_LEGAJOS,No,Yes,No,PAI_COD_PAIS,{BE59FD53-21B0-4E9A-BCA1-65533B11573A}+00000000,,,,,,,,,,,,,,,,,
T_LEGAJOS,No,No,No,PARTIDA_NACIMIENTO,{BE59FD53-21B0-4E9A-BCA1-65533B11573A}+00000000,,,,,,,,,,,,,,,,,
T_LEGAJOS,No,No,No,SE_INTERV_EN_SU_GESTION,{BE59FD53-21B0-4E9A-BCA1-65533B11573A}+00000000,,,,,,,,,,,,,,,,,
T_LEGAJOS,No,No,No,SUP_APELLIDO,{BE59FD53-21B0-4E9A-BCA1-65533B11573A}+00000000,,,,,,,,,,,,,,,,,
T_LEGAJOS,No,No,No,SUP_COD_PAIS_ORIGEN_TD,{BE59FD53-21B0-4E9A-BCA1-65533B11573A}+00000000,,,,,,,,,,,,,,,,,
T_LEGAJOS,No,No,No,SUP_CONTACTO,{BE59FD53-21B0-4E9A-BCA1-65533B11573A}+00000000,,,,,,,,,,,,,,,,,
T_LEGAJOS,No,No,No,SUP_DOMICILIO,{BE59FD53-21B0-4E9A-BCA1-65533B11573A}+00000000,,,,,,,,,,,,,,,,,
T_LEGAJOS,No,No,No,SUP_FEC_NACIMIENTO,{BE59FD53-21B0-4E9A-BCA1-65533B11573A}+00000000,,,,,,,,,,,,,,,,,
T_LEGAJOS,No,No,No,SUP_NOMBRE,{BE59FD53-21B0-4E9A-BCA1-65533B11573A}+00000000,,,,,,,,,,,,,,,,,
T_LEGAJOS,No,No,No,SUP_NRO_DOCUMENTO,{BE59FD53-21B0-4E9A-BCA1-65533B11573A}+00000000,,,,,,,,,,,,,,,,,
T_LEGAJOS,No,No,No,SUP_SEXO,{BE59FD53-21B0-4E9A-BCA1-65533B11573A}+00000000,,,,,,,,,,,,,,,,,
T_LEGAJOS,No,No,No,SUP_TELEFONO,{BE59FD53-21B0-4E9A-BCA1-65533B11573A}+00000000,,,,,,,,,,,,,,,,,
T_LEGAJOS,No,No,No,SUP_TIPO_DOCUMENTO,{BE59FD53-21B0-4E9A-BCA1-65533B11573A}+00000000,,,,,,,,,,,,,,,,,
T_LEGAJOS,No,No,No,USR_ALTA,{BE59FD53-21B0-4E9A-BCA1-65533B11573A}+00000000,,,,,,,,,,,,,,,,,
T_LEGAJOS,No,No,No,USR_MODIF,{BE59FD53-21B0-4E9A-BCA1-65533B11573A}+00000000,,,,,,,,,,,,,,,,,
T_LLAMADAS_102,No,No,No,DESCRIPCION_SITUACION,{17425695-7CDB-4D8A-BB1A-D6498FF97FBB}+00000000,{DA4F4699-D289-4EB5-830D-ABA4E53DE603}+00000000,R/56,"A T_LLAMADAS_102 is associated with zero, one or more T_LLAMADAS_X_PROBLEMATICAs.","A T_LLAMADAS_X_PROBLEMATICA is associated with zero or one T_LLAMADAS_102s.",Zero-or-One-to-Zero-One-or-More,"Nulls Allowed",T_LLAMADAS_102,{17425695-7CDB-4D8A-BB1A-D6498FF97FBB}+00000000,{353FFDBC-884F-4EF4-9413-85064A0A21A4}+00000000,R/50,,,Zero-or-One-to-Zero-One-or-More,"A DOM_MANAGER.VT_DOMICILIOS is associated with zero, one or more T_LLAMADAS_102s.","A T_LLAMADAS_102 is associated with zero or one DOM_MANAGER.VT_DOMICILIOSs.",{17425695-7CDB-4D8A-BB1A-D6498FF97FBB}+00000000,T_LLAMADAS_102
T_LLAMADAS_102,No,No,No,ENTRE_CALLES,{17425695-7CDB-4D8A-BB1A-D6498FF97FBB}+00000000,{E0192DB4-AB34-4860-9C8E-2FA67B5A538F}+00000000,R/66,"A T_LLAMADAS_102 is associated with zero, one or more T_IMPLICADOS_LLAMADA_102s.","A T_IMPLICADOS_LLAMADA_102 is associated with zero or one T_LLAMADAS_102s.",Zero-or-One-to-Zero-One-or-More,"Nulls Allowed",T_LLAMADAS_102,{17425695-7CDB-4D8A-BB1A-D6498FF97FBB}+00000000,{FB147A9D-9217-4C37-8802-D67A237D9415}+00000000,R/52,,,Zero-or-One-to-Zero-One-or-More,"A T_ZONALES is associated with zero, one or more T_LLAMADAS_102s.","A T_LLAMADAS_102 is associated with zero or one T_ZONALESs.",{17425695-7CDB-4D8A-BB1A-D6498FF97FBB}+00000000,T_LLAMADAS_102
