"Entity Name","Attribute Is PK","Attribute Is FK","Attribute Required","Attribute Name","Entity Id","Child Relationship Id","Child Relationship Name","Child Relationship Parent to Child Rule","Child Relationship Child to Parent Rule","Child Relationship Cardinality","Child Relationship Null Option","Parent Entity Name","Parent Entity Id","Parent Relationship Id","Parent Relationship Name","Parent Relationship Parent to Child Phrase","Parent Relationship Child to Parent Phrase","Parent Relationship Cardinality","Parent Relationship Parent to Child Rule","Parent Relationship Child to Parent Rule","Child Entity Id","Child Entity Name"
T_RELACIONES_VINCULAR,No,No,No,CONVIVIENTE,{B2140B07-D624-4E24-80FD-D7A46EEFC568}+00000000,,,,,,,,,{E5C077D8-E2EE-4348-B411-F24AF05F6074}+00000000,FK_REL_VINC_LEGAJO,FK_REL_VINC_LEGAJO,,Zero-or-One-to-Zero-One-or-More,"A T_LEGAJOS FK_REL_VINC_LEGAJO zero, one or more T_RELACIONES_VINCULARs.","A T_RELACIONES_VINCULAR is associated with zero or one T_LEGAJOSs.",{B2140B07-D624-4E24-80FD-D7A46EEFC568}+00000000,T_RELACIONES_VINCULAR
T_RELACIONES_VINCULAR,No,No,No,FEC_ALTA,{B2140B07-D624-4E24-80FD-D7A46EEFC568}+00000000,,,,,,,,,{262CCC1F-46E1-4469-8F59-14B5F7CE1C48}+00000000,FK_REL_VINC_SIT_LAB,FK_REL_VINC_SIT_LAB,,Zero-or-One-to-Zero-One-or-More,"A RCIVIL.VT_SITUACION_LABORAL FK_REL_VINC_SIT_LAB zero, one or more T_RELACIONES_VINCULARs.","A T_RELACIONES_VINCULAR is associated with zero or one RCIVIL.VT_SITUACION_LABORALs.",{B2140B07-D624-4E24-80FD-D7A46EEFC568}+00000000,T_RELACIONES_VINCULAR
T_RELACIONES_VINCULAR,No,No,No,FEC_MODIF,{B2140B07-D624-4E24-80FD-D7A46EEFC568}+00000000,,,,,,,,,{78EF403B-8908-48CE-81EA-8B83858FC555}+00000000,FK_REL_VINC_TPO_VIN_F,FK_REL_VINC_TPO_VIN_F,,Zero-or-One-to-Zero-One-or-More,"A RCIVIL.VT_VINCULOS FK_REL_VINC_TPO_VIN_F zero, one or more T_RELACIONES_VINCULARs.","A T_RELACIONES_VINCULAR is associated with zero or one RCIVIL.VT_VINCULOSs.",{B2140B07-D624-4E24-80FD-D7A46EEFC568}+00000000,T_RELACIONES_VINCULAR
T_RELACIONES_VINCULAR,No,Yes,No,ID_DOMICILIO,{B2140B07-D624-4E24-80FD-D7A46EEFC568}+00000000,,,,,,,,,{CCA1543E-CC1F-4CE3-B183-F152AA20B9C1}+00000000,FK_REL_VINC_ESTADO_CIV,FK_REL_VINC_ESTADO_CIV,,Zero-or-One-to-Zero-One-or-More,"A RCIVIL.VT_ESTADOS_CIVIL FK_REL_VINC_ESTADO_CIV zero, one or more T_RELACIONES_VINCULARs.","A T_RELACIONES_VINCULAR is associated with zero or one RCIVIL.VT_ESTADOS_CIVILs.",{B2140B07-D624-4E24-80FD-D7A46EEFC568}+00000000,T_RELACIONES_VINCULAR
T_RELACIONES_VINCULAR,No,Yes,No,ID_LEGAJO,{B2140B07-D624-4E24-80FD-D7A46EEFC568}+00000000,,,,,,,,,{57CA0AC8-059B-4A2A-A782-3DE2C648870F}+00000000,R/12,,,Zero-or-One-to-Zero-One-or-More,"A RCIVIL.VT_PK_PERSONA is associated with zero, one or more T_RELACIONES_VINCULARs.","A T_RELACIONES_VINCULAR is associated with zero or one RCIVIL.VT_PK_PERSONAs.",{B2140B07-D624-4E24-80FD-D7A46EEFC568}+00000000,T_RELACIONES_VINCULAR
T_RELACIONES_VINCULAR,No,No,No,ID_LEGAJO_FAMILIAR_FK_,{B2140B07-D624-4E24-80FD-D7A46EEFC568}+00000000,,,,,,,,,{D52B964A-B9EB-4E9B-8B43-F1E15C02D07D}+00000000,R/13,,,Zero-or-One-to-Zero-One-or-More,"A DOM_MANAGER.VT_DOMICILIOS is associated with zero, one or more T_RELACIONES_VINCULARs.","A T_RELACIONES_VINCULAR is associated with zero or one DOM_MANAGER.VT_DOMICILIOSs.",{B2140B07-D624-4E24-80FD-D7A46EEFC568}+00000000,T_RELACIONES_VINCULAR
T_RELACIONES_VINCULAR,No,Yes,No,ID_NUMERO,{B2140B07-D624-4E24-80FD-D7A46EEFC568}+00000000,,,,,,,,,,,,,,,,,
T_RELACIONES_VINCULAR,Yes,No,Yes,ID_RELACION_VINCULAR,{B2140B07-D624-4E24-80FD-D7A46EEFC568}+00000000,,,,,,,,,,,,,,,,,
T_RELACIONES_VINCULAR,No,Yes,No,ID_SEXO,{B2140B07-D624-4E24-80FD-D7A46EEFC568}+00000000,,,,,,,,,,,,,,,,,
T_RELACIONES_VINCULAR,No,Yes,No,ID_VINCULO,{B2140B07-D624-4E24-80FD-D7A46EEFC568}+00000000,,,,,,,,,,,,,,,,,
T_RELACIONES_VINCULAR,No,Yes,No,NRO_DOCUMENTO,{B2140B07-D624-4E24-80FD-D7A46EEFC568}+00000000,,,,,,,,,,,,,,,,,
T_RELACIONES_VINCULAR,No,Yes,No,PAI_COD_PAIS,{B2140B07-D624-4E24-80FD-D7A46EEFC568}+00000000,,,,,,,,,,,,,,,,,
T_RELACIONES_VINCULAR,No,No,No,RESPONSABLE_LEGAL,{B2140B07-D624-4E24-80FD-D7A46EEFC568}+00000000,,,,,,,,,,,,,,,,,
T_RELACIONES_VINCULAR,No,No,No,SUP_APELLIDO,{B2140B07-D624-4E24-80FD-D7A46EEFC568}+00000000,,,,,,,,,,,,,,,,,
T_RELACIONES_VINCULAR,No,No,No,SUP_COD_PAIS_ORIGEN_TD,{B2140B07-D624-4E24-80FD-D7A46EEFC568}+00000000,,,,,,,,,,,,,,,,,
T_RELACIONES_VINCULAR,No,No,No,SUP_DOMICILIO,{B2140B07-D624-4E24-80FD-D7A46EEFC568}+00000000,,,,,,,,,,,,,,,,,
T_RELACIONES_VINCULAR,No,Yes,No,SUP_ESTADO_CIVIL,{B2140B07-D624-4E24-80FD-D7A46EEFC568}+00000000,,,,,,,,,,,,,,,,,
T_RELACIONES_VINCULAR,No,No,No,SUP_FEC_NACIMIENTO,{B2140B07-D624-4E24-80FD-D7A46EEFC568}+00000000,,,,,,,,,,,,,,,,,
T_RELACIONES_VINCULAR,No,Yes,No,SUP_ID_ESTUDIO_CURSADO,{B2140B07-D624-4E24-80FD-D7A46EEFC568}+00000000,,,,,,,,,,,,,,,,,
T_RELACIONES_VINCULAR,No,No,No,SUP_ID_TIPO_DOCUMENTO,{B2140B07-D624-4E24-80FD-D7A46EEFC568}+00000000,,,,,,,,,,,,,,,,,
T_RELACIONES_VINCULAR,No,No,No,SUP_NOMBRE,{B2140B07-D624-4E24-80FD-D7A46EEFC568}+00000000,,,,,,,,,,,,,,,,,
T_RELACIONES_VINCULAR,No,No,No,SUP_NRO_DOCUMENTO,{B2140B07-D624-4E24-80FD-D7A46EEFC568}+00000000,,,,,,,,,,,,,,,,,
T_RELACIONES_VINCULAR,No,No,No,SUP_SEXO,{B2140B07-D624-4E24-80FD-D7A46EEFC568}+00000000,,,,,,,,,,,,,,,,,
T_RELACIONES_VINCULAR,No,Yes,No,SUP_SITUACION_LABORAL,{B2140B07-D624-4E24-80FD-D7A46EEFC568}+00000000,,,,,,,,,,,,,,,,,
T_RELACIONES_VINCULAR,No,No,No,SUP_TELEFONO,{B2140B07-D624-4E24-80FD-D7A46EEFC568}+00000000,,,,,,,,,,,,,,,,,
T_RELACIONES_VINCULAR,No,No,No,USR_ALTA,{B2140B07-D624-4E24-80FD-D7A46EEFC568}+00000000,,,,,,,,,,,,,,,,,
T_RELACIONES_VINCULAR,No,No,No,USR_MODIF,{B2140B07-D624-4E24-80FD-D7A46EEFC568}+00000000,,,,,,,,,,,,,,,,,
T_ROLES,No,No,No,CODE,{7AA7780A-E428-4E00-AC28-CDC0C0CB6C54}+00000000,{EAA57F28-2424-403E-B11D-689354E9E295}+00000000,R/38,"A T_ROLES is associated with zero, one or more T_USUARIOSs.","A T_USUARIOS is associated with zero or one T_ROLESs.",Zero-or-One-to-Zero-One-or-More,"Nulls Allowed",T_ROLES,{7AA7780A-E428-4E00-AC28-CDC0C0CB6C54}+00000000,,,,,,,,,
T_ROLES,No,No,No,FEC_ALTA,{7AA7780A-E428-4E00-AC28-CDC0C0CB6C54}+00000000,,,,,,,,,,,,,,,,,
T_ROLES,Yes,No,Yes,ID_ROL,{7AA7780A-E428-4E00-AC28-CDC0C0CB6C54}+00000000,,,,,,,,,,,,,,,,,
T_ROLES,No,No,Yes,N_ROL,{7AA7780A-E428-4E00-AC28-CDC0C0CB6C54}+00000000,,,,,,,,,,,,,,,,,
T_ROLES,No,No,No,USR_ALTA,{7AA7780A-E428-4E00-AC28-CDC0C0CB6C54}+00000000,,,,,,,,,,,,,,,,,
T_SITUACION_JUDICIAL,No,No,No,DESCRIP_SITUACION,{C4A05827-165A-4E45-860E-C216914849F3}+00000000,{C80BDF87-E6D0-441B-9931-72B8E7626F3A}+00000000,R/46,"A T_SITUACION_JUDICIAL is associated with zero, one or more T_DOCS_SITUACION_JUDICIALs.","A T_DOCS_SITUACION_JUDICIAL is associated with zero or one T_SITUACION_JUDICIALs.",Zero-or-One-to-Zero-One-or-More,"Nulls Allowed",T_SITUACION_JUDICIAL,{C4A05827-165A-4E45-860E-C216914849F3}+00000000,{ECF82AE4-CDAF-4CFC-9634-55C70D8716A7}+00000000,FK_CAU_JUD_LEGAJO,FK_CAU_JUD_LEGAJO,,Zero-or-One-to-Zero-One-or-More,"A T_LEGAJOS FK_CAU_JUD_LEGAJO zero, one or more T_SITUACION_JUDICIALs.","A T_SITUACION_JUDICIAL is associated with zero or one T_LEGAJOSs.",{C4A05827-165A-4E45-860E-C216914849F3}+00000000,T_SITUACION_JUDICIAL
T_SITUACION_JUDICIAL,No,No,No,EXPEDIENTE_JUDICIAL,{C4A05827-165A-4E45-860E-C216914849F3}+00000000,{8AF52080-AB19-4F89-A31B-ED4EFF47CC64}+00000000,R/70,"A T_SITUACION_JUDICIAL is associated with zero, one or more T_TIPOS_DELITOS_X_SITU_JUDIs.","A T_TIPOS_DELITOS_X_SITU_JUDI is associated with exactly one T_SITUACION_JUDICIAL.",One-to-Zero-One-or-More,,T_SITUACION_JUDICIAL,{C4A05827-165A-4E45-860E-C216914849F3}+00000000,{90E4F671-9495-4703-8D17-86DCDE5960D2}+00000000,R/28,,,Zero-or-One-to-Zero-One-or-More,"A T_ORGANOS_JUDICIAL is associated with zero, one or more T_SITUACION_JUDICIALs.","A T_SITUACION_JUDICIAL is associated with zero or one T_ORGANOS_JUDICIALs.",{C4A05827-165A-4E45-860E-C216914849F3}+00000000,T_SITUACION_JUDICIAL
T_SITUACION_JUDICIAL,No,No,No,FEC_ALTA,{C4A05827-165A-4E45-860E-C216914849F3}+00000000,,,,,,,,,{11B35393-2448-4288-B06A-4D87157A1C03}+00000000,R/30,,,Zero-or-One-to-Zero-One-or-More,"A T_ESTADOS_SITUACION_JUD is associated with zero, one or more T_SITUACION_JUDICIALs.","A T_SITUACION_JUDICIAL is associated with zero or one T_ESTADOS_SITUACION_JUDs.",{C4A05827-165A-4E45-860E-C216914849F3}+00000000,T_SITUACION_JUDICIAL
T_SITUACION_JUDICIAL,No,No,No,FEC_FIN_SITUACION,{C4A05827-165A-4E45-860E-C216914849F3}+00000000,,,,,,,,,{6314F3BC-9878-470F-99BA-D4D583F16D83}+00000000,R/67,,,Zero-or-One-to-Zero-One-or-More,"A T_TIPOS_CIRCUITO is associated with zero, one or more T_SITUACION_JUDICIALs.","A T_SITUACION_JUDICIAL is associated with zero or one T_TIPOS_CIRCUITOs.",{C4A05827-165A-4E45-860E-C216914849F3}+00000000,T_SITUACION_JUDICIAL
T_SITUACION_JUDICIAL,No,No,No,FEC_INI_SITUACION,{C4A05827-165A-4E45-860E-C216914849F3}+00000000,,,,,,,,,,,,,,,,,
T_SITUACION_JUDICIAL,No,No,No,FEC_MODIF,{C4A05827-165A-4E45-860E-C216914849F3}+00000000,,,,,,,,,,,,,,,,,
T_SITUACION_JUDICIAL,No,Yes,No,ID_ESTADO,{C4A05827-165A-4E45-860E-C216914849F3}+00000000,,,,,,,,,,,,,,,,,
T_SITUACION_JUDICIAL,No,Yes,No,ID_LEGAJO,{C4A05827-165A-4E45-860E-C216914849F3}+00000000,,,,,,,,,,,,,,,,,
T_SITUACION_JUDICIAL,No,Yes,No,ID_ORGANO,{C4A05827-165A-4E45-860E-C216914849F3}+00000000,,,,,,,,,,,,,,,,,
T_SITUACION_JUDICIAL,Yes,No,Yes,ID_SITUACION_JUDICIAL,{C4A05827-165A-4E45-860E-C216914849F3}+00000000,,,,,,,,,,,,,,,,,
T_SITUACION_JUDICIAL,No,Yes,No,ID_TIPO_CIRCUITO,{C4A05827-165A-4E45-860E-C216914849F3}+00000000,,,,,,,,,,,,,,,,,
T_SITUACION_JUDICIAL,No,No,No,TITULO_SITUACION,{C4A05827-165A-4E45-860E-C216914849F3}+00000000,,,,,,,,,,,,,,,,,
T_SITUACION_JUDICIAL,No,No,No,TRANSGREDIO_LEY,{C4A05827-165A-4E45-860E-C216914849F3}+00000000,,,,,,,,,,,,,,,,,
T_SITUACION_JUDICIAL,No,No,No,USR_ALTA,{C4A05827-165A-4E45-860E-C216914849F3}+00000000,,,,,,,,,,,,,,,,,
T_SITUACION_JUDICIAL,No,No,No,USR_MODIF,{C4A05827-165A-4E45-860E-C216914849F3}+00000000,,,,,,,,,,,,,,,,,
T_T_CARACT_X_PERS,Yes,Yes,Yes,ID_CARACTERISTICA,{90C1AABA-06EC-44E5-967A-3581FF599C80}+00000000,,,,,,,,,{DA4CC49A-A01D-4FEC-BFD6-FCE71EC4A7FD}+00000000,R/21,,,One-to-Zero-One-or-More,"A RCIVIL.VT_PK_PERSONA is associated with zero, one or more T_T_CARACT_X_PERSs.","A T_T_CARACT_X_PERS is associated with exactly one RCIVIL.VT_PK_PERSONA.",{90C1AABA-06EC-44E5-967A-3581FF599C80}+00000000,T_T_CARACT_X_PERS
T_T_CARACT_X_PERS,Yes,Yes,Yes,ID_NUMERO,{90C1AABA-06EC-44E5-967A-3581FF599C80}+00000000,,,,,,,,,{8F677F6B-53B1-4429-88B9-B8471B4CF30F}+00000000,R/22,,,One-to-Zero-One-or-More,"A RCIVIL.T_CARACTERISTICAS is associated with zero, one or more T_T_CARACT_X_PERSs.","A T_T_CARACT_X_PERS is associated with exactly one RCIVIL.T_CARACTERISTICAS.",{90C1AABA-06EC-44E5-967A-3581FF599C80}+00000000,T_T_CARACT_X_PERS
T_T_CARACT_X_PERS,Yes,Yes,Yes,ID_SEXO,{90C1AABA-06EC-44E5-967A-3581FF599C80}+00000000,,,,,,,,,,,,,,,,,
T_T_CARACT_X_PERS,Yes,Yes,Yes,ID_TIPO_CARACTERISTICA,{90C1AABA-06EC-44E5-967A-3581FF599C80}+00000000,,,,,,,,,,,,,,,,,
T_T_CARACT_X_PERS,Yes,Yes,Yes,NRO_DOCUMENTO,{90C1AABA-06EC-44E5-967A-3581FF599C80}+00000000,,,,,,,,,,,,,,,,,
T_T_CARACT_X_PERS,Yes,Yes,Yes,PAI_COD_PAIS,{90C1AABA-06EC-44E5-967A-3581FF599C80}+00000000,,,,,,,,,,,,,,,,,
T_TIPOS_CIRCUITO,No,No,No,FEC_ALTA,{8046C2EA-738C-4213-8081-51277F70DC4D}+00000000,{5C90D49C-4DCA-425D-AF08-BADCB97EEB91}+00000000,R/17,"A T_TIPOS_CIRCUITO is associated with zero, one or more T_TIPOS_INTERVENCIONs.","A T_TIPOS_INTERVENCION is associated with zero or one T_TIPOS_CIRCUITOs.",Zero-or-One-to-Zero-One-or-More,"Nulls Allowed",T_TIPOS_CIRCUITO,{8046C2EA-738C-4213-8081-51277F70DC4D}+00000000,,,,,,,,,
T_TIPOS_CIRCUITO,Yes,No,Yes,ID_TIPO_CIRCUITO,{8046C2EA-738C-4213-8081-51277F70DC4D}+00000000,{E42B04B6-A881-489E-B58F-6ADE8E49E31C}+00000000,R/42,"A T_TIPOS_CIRCUITO is associated with zero, one or more T_INSTITUCIONES_X_TCIRCUITOs.","A T_INSTITUCIONES_X_TCIRCUITO is associated with exactly one T_TIPOS_CIRCUITO.",One-to-Zero-One-or-More,,T_TIPOS_CIRCUITO,{8046C2EA-738C-4213-8081-51277F70DC4D}+00000000,,,,,,,,,
T_TIPOS_CIRCUITO,No,No,No,N_TIPO_CIRCUITO,{8046C2EA-738C-4213-8081-51277F70DC4D}+00000000,{6314F3BC-9878-470F-99BA-D4D583F16D83}+00000000,R/67,"A T_TIPOS_CIRCUITO is associated with zero, one or more T_SITUACION_JUDICIALs.","A T_SITUACION_JUDICIAL is associated with zero or one T_TIPOS_CIRCUITOs.",Zero-or-One-to-Zero-One-or-More,"Nulls Allowed",T_TIPOS_CIRCUITO,{8046C2EA-738C-4213-8081-51277F70DC4D}+00000000,,,,,,,,,
T_TIPOS_CIRCUITO,No,No,No,USR_ALTA,{8046C2EA-738C-4213-8081-51277F70DC4D}+00000000,{11FB7989-3DA1-4B55-B13D-C86F86FBD7AA}+00000000,R/79,"A T_TIPOS_CIRCUITO is associated with zero, one or more T_MOTIVOS_INTERV_TIPO_CIRCs.","A T_MOTIVOS_INTERV_TIPO_CIRC is associated with exactly one T_TIPOS_CIRCUITO.",One-to-Zero-One-or-More,,T_TIPOS_CIRCUITO,{8046C2EA-738C-4213-8081-51277F70DC4D}+00000000,,,,,,,,,
T_TIPOS_DELITO,No,No,No,FEC_ALTA,{B7ECE845-3256-4B43-B2DD-F9541193FFF7}+00000000,{24E44C7C-B412-4D95-9FED-F4525DAA2A16}+00000000,R/69,"A T_TIPOS_DELITO is associated with zero, one or more T_TIPOS_DELITOS_X_SITU_JUDIs.","A T_TIPOS_DELITOS_X_SITU_JUDI is associated with exactly one T_TIPOS_DELITO.",One-to-Zero-One-or-More,,T_TIPOS_DELITO,{B7ECE845-3256-4B43-B2DD-F9541193FFF7}+00000000,{BB7B44DC-8DFB-4440-99A4-E8EE31C45867}+00000000,R/72,,,Zero-or-One-to-Zero-One-or-More,"A T_AGRUPAMIENTOS_DELITO is associated with zero, one or more T_TIPOS_DELITOs.","A T_TIPOS_DELITO is associated with zero or one T_AGRUPAMIENTOS_DELITOs.",{B7ECE845-3256-4B43-B2DD-F9541193FFF7}+00000000,T_TIPOS_DELITO
T_TIPOS_DELITO,No,No,No,FEC_BAJA,{B7ECE845-3256-4B43-B2DD-F9541193FFF7}+00000000,,,,,,,,,,,,,,,,,
T_TIPOS_DELITO,No,No,No,FEC_MODIF,{B7ECE845-3256-4B43-B2DD-F9541193FFF7}+00000000,,,,,,,,,,,,,,,,,
T_TIPOS_DELITO,No,Yes,No,ID_AGRUPAMIENTO_DELITO,{B7ECE845-3256-4B43-B2DD-F9541193FFF7}+00000000,,,,,,,,,,,,,,,,,
T_TIPOS_DELITO,Yes,No,Yes,ID_TIPO_DELITO,{B7ECE845-3256-4B43-B2DD-F9541193FFF7}+00000000,,,,,,,,,,,,,,,,,
T_TIPOS_DELITO,No,No,No,N_TIPO_DELITO,{B7ECE845-3256-4B43-B2DD-F9541193FFF7}+00000000,,,,,,,,,,,,,,,,,
T_TIPOS_DELITO,No,No,No,USR_ALTA,{B7ECE845-3256-4B43-B2DD-F9541193FFF7}+00000000,,,,,,,,,,,,,,,,,
T_TIPOS_DELITO,No,No,No,USR_BAJA,{B7ECE845-3256-4B43-B2DD-F9541193FFF7}+00000000,,,,,,,,,,,,,,,,,
T_TIPOS_DELITO,No,No,No,USR_MODIF,{B7ECE845-3256-4B43-B2DD-F9541193FFF7}+00000000,,,,,,,,,,,,,,,,,
T_TIPOS_DELITOS_X_SITU_JUDI,Yes,Yes,Yes,ID_SITUACION_JUDICIAL,{F5D5EA32-CFC6-4A09-A912-5C6530B58A33}+00000000,,,,,,,,,{24E44C7C-B412-4D95-9FED-F4525DAA2A16}+00000000,R/69,,,One-to-Zero-One-or-More,"A T_TIPOS_DELITO is associated with zero, one or more T_TIPOS_DELITOS_X_SITU_JUDIs.","A T_TIPOS_DELITOS_X_SITU_JUDI is associated with exactly one T_TIPOS_DELITO.",{F5D5EA32-CFC6-4A09-A912-5C6530B58A33}+00000000,T_TIPOS_DELITOS_X_SITU_JUDI
T_TIPOS_DELITOS_X_SITU_JUDI,Yes,Yes,Yes,ID_TIPO_DELITO,{F5D5EA32-CFC6-4A09-A912-5C6530B58A33}+00000000,,,,,,,,,{8AF52080-AB19-4F89-A31B-ED4EFF47CC64}+00000000,R/70,,,One-to-Zero-One-or-More,"A T_SITUACION_JUDICIAL is associated with zero, one or more T_TIPOS_DELITOS_X_SITU_JUDIs.","A T_TIPOS_DELITOS_X_SITU_JUDI is associated with exactly one T_SITUACION_JUDICIAL.",{F5D5EA32-CFC6-4A09-A912-5C6530B58A33}+00000000,T_TIPOS_DELITOS_X_SITU_JUDI
T_TIPOS_INSTITUCION,No,No,No,FEC_ALTA,{15D60755-801A-44B4-9A18-BF19825CF0AA}+00000000,{D9F00D33-8D97-4399-A5C1-2C2033C88E9E}+00000000,FK_INST_TPOINST,"A T_TIPOS_INSTITUCION FK_INST_TPOINST zero, one or more T_INSTITUCIONESs.","A T_INSTITUCIONES is associated with zero or one T_TIPOS_INSTITUCIONs.",Zero-or-One-to-Zero-One-or-More,"Nulls Allowed",T_TIPOS_INSTITUCION,{15D60755-801A-44B4-9A18-BF19825CF0AA}+00000000,,,,,,,,,
T_TIPOS_INSTITUCION,No,No,No,FEC_BAJA,{15D60755-801A-44B4-9A18-BF19825CF0AA}+00000000,,,,,,,,,,,,,,,,,
T_TIPOS_INSTITUCION,No,No,No,FEC_MODIF,{15D60755-801A-44B4-9A18-BF19825CF0AA}+00000000,,,,,,,,,,,,,,,,,
T_TIPOS_INSTITUCION,Yes,No,Yes,ID_TIPO_INSTITUCION,{15D60755-801A-44B4-9A18-BF19825CF0AA}+00000000,,,,,,,,,,,,,,,,,
T_TIPOS_INSTITUCION,No,No,No,N_TIPO_INSTITUCION,{15D60755-801A-44B4-9A18-BF19825CF0AA}+00000000,,,,,,,,,,,,,,,,,
T_TIPOS_INSTITUCION,No,No,No,USR_ALTA,{15D60755-801A-44B4-9A18-BF19825CF0AA}+00000000,,,,,,,,,,,,,,,,,
T_TIPOS_INSTITUCION,No,No,No,USR_BAJA,{15D60755-801A-44B4-9A18-BF19825CF0AA}+00000000,,,,,,,,,,,,,,,,,
T_TIPOS_INSTITUCION,No,No,No,USR_MODIF,{15D60755-801A-44B4-9A18-BF19825CF0AA}+00000000,,,,,,,,,,,,,,,,,
T_TIPOS_INTERVENCION,No,No,No,ACEPTA_MADRES,{E292ED76-D816-42E9-BEA1-5A917394E1D3}+00000000,{45ABC816-5DE7-4ACF-9134-22DF4F1F239C}+00000000,FK_INT_PROT_INT_TPO_INT,"A T_TIPOS_INTERVENCION FK_INT_PROT_INT_TPO_INT zero, one or more T_INTERV_MPIs.","A T_INTERV_MPI is associated with zero or one T_TIPOS_INTERVENCIONs.",Zero-or-One-to-Zero-One-or-More,"Nulls Allowed",T_TIPOS_INTERVENCION,{E292ED76-D816-42E9-BEA1-5A917394E1D3}+00000000,{ED480246-C2AC-4B12-B10D-4AFBB2117FF5}+00000000,FK_TPO_INT_CAT_TIPO_INT,FK_TPO_INT_CAT_TIPO_INT,,One-to-Zero-One-or-More,"A T_CATEGORIAS_TIPO_INTERV FK_TPO_INT_CAT_TIPO_INT zero, one or more T_TIPOS_INTERVENCIONs.","A T_TIPOS_INTERVENCION is associated with exactly one T_CATEGORIAS_TIPO_INTERV.",{E292ED76-D816-42E9-BEA1-5A917394E1D3}+00000000,T_TIPOS_INTERVENCION
T_TIPOS_INTERVENCION,No,No,No,FEC_ALTA,{E292ED76-D816-42E9-BEA1-5A917394E1D3}+00000000,{90101724-C36D-437D-AB20-61D0676F0DC2}+00000000,FK_INT_PROT_EXC_TPO_INT,"A T_TIPOS_INTERVENCION FK_INT_PROT_EXC_TPO_INT zero, one or more T_INTERV_MPEs.","A T_INTERV_MPE is associated with zero or one T_TIPOS_INTERVENCIONs.",Zero-or-One-to-Zero-One-or-More,"Nulls Allowed",T_TIPOS_INTERVENCION,{E292ED76-D816-42E9-BEA1-5A917394E1D3}+00000000,{5C90D49C-4DCA-425D-AF08-BADCB97EEB91}+00000000,R/17,,,Zero-or-One-to-Zero-One-or-More,"A T_TIPOS_CIRCUITO is associated with zero, one or more T_TIPOS_INTERVENCIONs.","A T_TIPOS_INTERVENCION is associated with zero or one T_TIPOS_CIRCUITOs.",{E292ED76-D816-42E9-BEA1-5A917394E1D3}+00000000,T_TIPOS_INTERVENCION
T_TIPOS_INTERVENCION,No,No,No,FEC_BAJA,{E292ED76-D816-42E9-BEA1-5A917394E1D3}+00000000,{6FE258A7-2416-4650-B204-5200BFD51388}+00000000,FK_INTERV_MEP_TPO_INT,"A T_TIPOS_INTERVENCION FK_INTERV_MEP_TPO_INT zero, one or more T_INTERV_MPJs.","A T_INTERV_MPJ is associated with zero or one T_TIPOS_INTERVENCIONs.",Zero-or-One-to-Zero-One-or-More,"Nulls Allowed",T_TIPOS_INTERVENCION,{E292ED76-D816-42E9-BEA1-5A917394E1D3}+00000000,,,,,,,,,
T_TIPOS_INTERVENCION,No,No,No,FEC_MODIF,{E292ED76-D816-42E9-BEA1-5A917394E1D3}+00000000,,,,,,,,,,,,,,,,,
T_TIPOS_INTERVENCION,No,No,No,ID_CAT_INTERV_MADRE,{E292ED76-D816-42E9-BEA1-5A917394E1D3}+00000000,,,,,,,,,,,,,,,,,
T_TIPOS_INTERVENCION,No,Yes,Yes,ID_CATEGORIA_TIPO_INTERV,{E292ED76-D816-42E9-BEA1-5A917394E1D3}+00000000,,,,,,,,,,,,,,,,,
T_TIPOS_INTERVENCION,No,Yes,No,ID_TIPO_CIRCUITO,{E292ED76-D816-42E9-BEA1-5A917394E1D3}+00000000,,,,,,,,,,,,,,,,,
T_TIPOS_INTERVENCION,No,No,No,ID_TIPO_INTERV_MADRE,{E292ED76-D816-42E9-BEA1-5A917394E1D3}+00000000,,,,,,,,,,,,,,,,,
T_TIPOS_INTERVENCION,Yes,No,Yes,ID_TIPO_INTERVENCION,{E292ED76-D816-42E9-BEA1-5A917394E1D3}+00000000,,,,,,,,,,,,,,,,,
T_TIPOS_INTERVENCION,No,No,Yes,N_TIPO_INTERVENCION,{E292ED76-D816-42E9-BEA1-5A917394E1D3}+00000000,,,,,,,,,,,,,,,,,
T_TIPOS_INTERVENCION,No,No,No,TEMPLATE,{E292ED76-D816-42E9-BEA1-5A917394E1D3}+00000000,,,,,,,,,,,,,,,,,
T_TIPOS_INTERVENCION,No,No,No,TIENE_ESTADOS,{E292ED76-D816-42E9-BEA1-5A917394E1D3}+00000000,,,,,,,,,,,,,,,,,
T_TIPOS_INTERVENCION,No,No,No,USR_ALTA,{E292ED76-D816-42E9-BEA1-5A917394E1D3}+00000000,,,,,,,,,,,,,,,,,
T_TIPOS_INTERVENCION,No,No,No,USR_BAJA,{E292ED76-D816-42E9-BEA1-5A917394E1D3}+00000000,,,,,,,,,,,,,,,,,
T_TIPOS_INTERVENCION,No,No,No,USR_MODIF,{E292ED76-D816-42E9-BEA1-5A917394E1D3}+00000000,,,,,,,,,,,,,,,,,
